"gender","age","income","goal","career","dec","attr","sinc","intel","fun","amb","shar","like","prob","met"
0,28,39729,1,"Speech Pathologist",0,5,6,7,3,7,3,5,5,0
0,28,39729,1,"Speech Pathologist",0,5,5,6,3,5,0,4,5,NA
0,29,NA,1,"teaching/education",0,5,8,8,7,7,6,7,8,1
0,29,NA,1,"teaching/education",1,7,9,9,8,2,7,8,8,0
0,29,NA,1,"teaching/education",1,8,7,8,6,6,5,7,7,0
0,29,NA,1,"teaching/education",1,9,8,8,6,6,7,8,7,0
0,29,NA,1,"teaching/education",1,7,8,8,8,7,8,8,7,0
0,29,NA,1,"teaching/education",0,7,7,7,6,7,6,7,6,0
0,29,NA,1,"teaching/education",1,6,8,9,8,8,6,7,7,0
0,29,NA,1,"teaching/education",1,5,9,9,8,7,8,8,7,0
0,29,NA,1,"teaching/education",0,7,5,7,5,9,7,6,6,0
0,29,NA,1,"teaching/education",0,8,5,8,9,7,3,7,7,0
0,29,NA,1,"teaching/education",0,4,7,8,5,7,8,5,6,0
0,29,NA,1,"teaching/education",0,4,6,7,5,9,6,6,7,0
0,29,NA,1,"teaching/education",0,7,7,7,5,5,5,6,6,0
0,29,NA,1,"teaching/education",1,7,6,7,6,6,5,6,6,0
0,22,NA,1,"professor in college",0,9,9,9,9,8,9,8,5,1
0,22,NA,1,"professor in college",1,8,9,8,9,8,6,8,6,0
0,22,NA,1,"professor in college",0,7,6,6,6,6,5,6,5,0
0,22,NA,1,"professor in college",1,8,8,7,8,7,6,8,6,0
0,22,NA,1,"professor in college",1,7,8,8,7,7,6,7,6,0
0,22,NA,1,"professor in college",1,7,8,8,6,6,6,7,6,0
0,22,NA,1,"professor in college",0,6,8,7,7,8,6,6,7,0
0,22,NA,1,"professor in college",1,8,8,8,8,8,6,8,7,0
0,22,NA,1,"professor in college",1,7,8,8,7,8,6,7,6,0
0,22,NA,1,"professor in college",1,7,8,8,8,8,6,8,6,0
0,22,NA,1,"professor in college",0,5,6,6,5,5,6,5,5,0
0,22,NA,1,"professor in college",0,5,6,6,6,6,5,5,5,0
0,22,NA,1,"professor in college",0,6,6,7,6,6,5,5,5,0
0,22,NA,1,"professor in college",0,6,6,8,6,6,4,6,6,0
0,27,57316,5,"Teacher",0,3,6,7,5,5,4,6,5,0
0,27,57316,5,"Teacher",0,4,7,6,7,5,5,6,3,0
0,27,57316,5,"Teacher",0,4,6,6,4,4,3,4,3,0
0,27,57316,5,"Teacher",1,7.5,8,8,7,7,5.5,7,5,0
0,27,57316,5,"Teacher",1,7,8,7.5,8,7,7,8,6,NA
0,27,57316,5,"Teacher",1,8,9,9,9,8,8,9,7,0
0,27,57316,5,"Teacher",0,4,8,8,5,8,4,6,4,0
0,27,57316,5,"Teacher",0,6.5,8,8,6,7,6.5,6,5,0
0,27,57316,5,"Teacher",1,NA,7,7,8,7,7,7,5,0
0,27,57316,5,"Teacher",1,7,6,7,8,5,7,7,6,0
0,27,57316,5,"Teacher",0,4,6,7,6,6,5,5,4,0
0,27,57316,5,"Teacher",0,3,8,6,7,5,5,6,6,0
0,27,57316,5,"Teacher",0,5,6,6,5,4,4,5,4,0
0,27,57316,5,"Teacher",0,4,7,8,5,8,5,7,3,0
1,27,NA,1,"Academia; Research; Teaching",1,9,9,9,8,7,8,9,6,0
1,27,NA,1,"Academia; Research; Teaching",1,8,9,8,8,7,7,9,5,0
1,27,NA,1,"Academia; Research; Teaching",1,7,8,8,7,6,7,8,4,0
1,27,NA,1,"Academia; Research; Teaching",1,8,9,8,8,6,7,9,4,0
1,27,NA,1,"Academia; Research; Teaching",1,9,8,9,8,7,7,9,5,0
1,27,NA,1,"Academia; Research; Teaching",1,8,9,8,8,6,8,9,6,0
1,27,NA,1,"Academia; Research; Teaching",0,6,8,8,7,6,7,7,5,1
1,27,NA,1,"Academia; Research; Teaching",0,7,9,8,7,6,8,8,2,0
1,27,NA,1,"Academia; Research; Teaching",0,8,9,10,8,7,7,9,5,0
1,27,NA,1,"Academia; Research; Teaching",0,8,9,10,7,6,6,8,2,0
1,27,NA,1,"Academia; Research; Teaching",0,7,9,8,7,6,7,8,4,0
1,27,NA,1,"Academia; Research; Teaching",0,8,9,8,7,6,7,8,5,1
1,27,NA,1,"Academia; Research; Teaching",0,10,10,10,10,8,7,9,6,1
1,27,NA,1,"Academia; Research; Teaching",1,8,9,9,8,7,7,9,5,0
1,32,30587,3,"curriculum developer",0,10,10,10,10,10,NA,8,3,0
1,32,30587,3,"curriculum developer",0,9,10,8,10,8,NA,8,4,0
1,32,30587,3,"curriculum developer",0,8,10,10,8,10,4,5,8,0
1,32,30587,3,"curriculum developer",0,10,10,8,8,NA,8,8,4,0
1,32,30587,3,"curriculum developer",0,8,10,8,8,8,4,8,3,0
1,32,30587,3,"curriculum developer",0,7,10,9,9,8,NA,7,3,0
1,32,30587,3,"curriculum developer",0,10,10,8,9,8,NA,8,6,0
1,32,30587,3,"curriculum developer",1,8,10,10,8,10,7,8,8,0
1,32,30587,3,"curriculum developer",0,5,4,4,4,4,0,3,2,0
1,32,30587,3,"curriculum developer",1,10,10,10,9,10,NA,8,9,0
1,32,30587,3,"curriculum developer",0,8,10,8,10,8,4,8,2,0
1,32,30587,3,"curriculum developer",1,10,10,10,10,10,5,8,5,0
1,32,30587,3,"curriculum developer",0,10,10,8,8,NA,NA,8,4,0
1,32,30587,3,"curriculum developer",1,10,10,10,10,NA,NA,8,8,NA
1,25,55080,1,"?",0,7,7,8,6,7,5,7,6,0
1,25,55080,1,"?",0,6,7,7,5,6,4,6,5,0
1,25,55080,1,"?",0,6,8,8,7,6,6,5,5,0
1,25,55080,1,"?",1,9,8,7,8,7,6,8,7,0
1,25,55080,1,"?",0,7,7,7,8,6,4,5,5,0
1,25,55080,1,"?",0,6,6,6,6,6,5,5,4,NA
1,25,55080,1,"?",0,6,6,6,5,7,4,5,4,0
1,25,55080,1,"?",1,8,7,7,6,7,4,7,6,0
1,25,55080,1,"?",0,6,6,5,7,5,4,4,4,0
1,25,55080,1,"?",0,6,8,7,5,5,5,6,4,0
1,25,55080,1,"?",1,8,7,7,7,7,5,7,6,0
1,25,55080,1,"?",0,7,8,7,6,6,4,6,5,0
1,25,55080,1,"?",0,8,8,7,6,7,3,6,5,0
1,25,55080,1,"?",1,8,8,8,8,8,5,8,7,0
1,29,57513,2,"Entrepreneur",0,6,7,8,5,4,5,7,5,NA
1,29,57513,2,"Entrepreneur",0,4,5,5,5,7,8,6,6,0
1,29,57513,2,"Entrepreneur",0,5,5,7,5,8,6,7,7,0
1,29,57513,2,"Entrepreneur",1,7,8,5,6,5,8,7,6,0
1,29,57513,2,"Entrepreneur",0,5,6,6,7,5,6,7,4,0
1,29,57513,2,"Entrepreneur",0,5,5,6,4,7,5,6,10,0
1,29,57513,2,"Entrepreneur",0,4,2,5,4,5,7,5,4,0
1,29,57513,2,"Entrepreneur",1,6,6,7,8,7,8,6,10,NA
1,29,57513,2,"Entrepreneur",0,4,0,2,0,3,8,3,0,0
1,29,57513,2,"Entrepreneur",1,8,7,7,8,5,8,8,7,0
1,29,57513,2,"Entrepreneur",1,7,7,4,5,5,5,6,9,0
1,29,57513,2,"Entrepreneur",0,5,7,6,5,6,7,6,10,0
1,29,57513,2,"Entrepreneur",0,6,5,5,2,8,7,7,8,0
1,29,57513,2,"Entrepreneur",0,5,8,6,7,5,6,7,8,0
1,23,33772,2,"Museum Work (Curation?)",1,8,8,8,7,8,8,8,7,0
1,23,33772,2,"Museum Work (Curation?)",0,5,6,6,3,4,2,3,5,0
1,23,33772,2,"Museum Work (Curation?)",0,3,6,7,4,8,2,4,5,0
1,23,33772,2,"Museum Work (Curation?)",0,7,5,5,6,3,2,5,6,0
1,23,33772,2,"Museum Work (Curation?)",0,5,7,7,5,5,4,5,6,0
1,23,33772,2,"Museum Work (Curation?)",0,5,7,8,7,6,3,5,7,0
1,23,33772,2,"Museum Work (Curation?)",0,4,6,6,4,4,2,3,5,0
1,23,33772,2,"Museum Work (Curation?)",0,6,6,8,5,8,3,4,3,0
1,23,33772,2,"Museum Work (Curation?)",0,6,4,4,8,4,8,6,10,0
1,23,33772,2,"Museum Work (Curation?)",1,9,8,8,6,7,9,9,6,0
1,23,33772,2,"Museum Work (Curation?)",0,6,6,6,6,4,3,6,6,0
1,23,33772,2,"Museum Work (Curation?)",0,5,7,8,4,8,5,5,5,0
1,23,33772,2,"Museum Work (Curation?)",0,7,6,6,5,5,2,5,6,0
1,23,33772,2,"Museum Work (Curation?)",1,7,8,8,6,7,6,7,7,0
1,27,NA,1,"Music Industry",0,6,5,6,7,8,8,6,7,0
1,27,NA,1,"Music Industry",0,5,7,8,7,NA,9,7,7,0
1,27,NA,1,"Music Industry",0,3,6,9,4,8,4,4,6,0
1,27,NA,1,"Music Industry",1,6,7,6,7,7,6,7,8,0
1,27,NA,1,"Music Industry",0,4,6,7,5,7,5,7,7,0
1,27,NA,1,"Music Industry",0,4,7,7,5,5,4,5,4,0
1,27,NA,1,"Music Industry",0,3,6,7,8,NA,6,6,7,0
1,27,NA,1,"Music Industry",0,5,8,9,8,8,5,8,8,0
1,27,NA,1,"Music Industry",0,3,6,4,8,6,5,4,7,0
1,27,NA,1,"Music Industry",1,7,7,9,8,9,6,9,6,0
1,27,NA,1,"Music Industry",0,6,8,7,8,6,6,7,7,0
1,27,NA,1,"Music Industry",0,6,7,7,5,6,4,5,5,0
1,27,NA,1,"Music Industry",0,4,8,6,6,6,4,4,5,0
1,27,NA,1,"Music Industry",0,5,7,9,8,8,8,8,7,0
1,32,NA,2,"academic or consulting",1,7,7,6,6,6,6,6,6,0
1,32,NA,2,"academic or consulting",0,4,6,5,5,5,4,5,6,0
1,32,NA,2,"academic or consulting",0,4,6,6,5,8,5,5,6,0
1,32,NA,2,"academic or consulting",1,5,5,6,6,6,5,7,5,0
1,32,NA,2,"academic or consulting",0,4,5,5,4,4,4,4,4,0
1,32,NA,2,"academic or consulting",0,6,6,5,5,6,4,5,5,0
1,32,NA,2,"academic or consulting",0,5,7,7,4,5,4,4,4,0
1,32,NA,2,"academic or consulting",1,7,7,7,7,5,6,6,6,0
1,32,NA,2,"academic or consulting",0,7,5,6,7,6,6,6,5,0
1,32,NA,2,"academic or consulting",1,6,7,7,7,6,6,7,6,0
1,32,NA,2,"academic or consulting",0,5,7,5,6,7,5,6,5,0
1,32,NA,2,"academic or consulting",0,6,6,6,6,5,5,6,6,0
1,32,NA,2,"academic or consulting",1,9,8,7,8,5,6,8,7,0
1,32,NA,2,"academic or consulting",1,7,8,7,7,5,6,7,6,0
1,27,NA,3,"Academia or UN",1,9,8,10,7,7,7,9,5,0
1,27,NA,3,"Academia or UN",1,7,7,9,7,4,3,6,4,0
1,27,NA,3,"Academia or UN",0,7,8,8,4,4,4,8,3,NA
1,27,NA,3,"Academia or UN",0,6,8,8,6,3,4,6,4,0
1,27,NA,3,"Academia or UN",1,8,7,9,8,3,5,7,5,0
1,27,NA,3,"Academia or UN",1,7,9,9,7,6,4,7,5,0
1,27,NA,3,"Academia or UN",0,5,9,9,6,6,3,6,6,0
1,27,NA,3,"Academia or UN",0,5,8,8,7,7,3,6,3,0
1,27,NA,3,"Academia or UN",0,2,8,6,4,7,2,4,1,0
1,27,NA,3,"Academia or UN",0,7,7,7,7,6,3,6,4,0
1,27,NA,3,"Academia or UN",0,7,9,8,8,3,3,6,4,0
1,27,NA,3,"Academia or UN",1,9,8,8,6,4,5,7,6,0
1,27,NA,3,"Academia or UN",1,8,8,9,10,4,2,7,6,0
1,27,NA,3,"Academia or UN",1,10,8,10,9,5,4,8,7,0
1,25,31857,2,"Investment banking",1,7,8,9,8,7,6,7,6,0
1,25,31857,2,"Investment banking",0,5,6,6,6,5,3,4,3,0
1,25,31857,2,"Investment banking",1,6,8,8,8,7,5,6,6,0
1,25,31857,2,"Investment banking",1,7,6,6,7,7,5,6,5,0
1,25,31857,2,"Investment banking",0,5,6,5,4,4,3,3,3,0
1,25,31857,2,"Investment banking",1,5,8,7,8,5,5,7,7,0
1,25,31857,2,"Investment banking",1,6,8,8,7,7,8,6,7,0
1,25,31857,2,"Investment banking",0,5,6,8,4,5,3,3,2,0
1,25,31857,2,"Investment banking",0,4,5,6,8,7,6,5,5,0
1,25,31857,2,"Investment banking",0,6,5,6,6,3,3,4,4,0
1,25,31857,2,"Investment banking",1,8,8,8,9,6,6,8,5,0
1,25,31857,2,"Investment banking",0,5,6,5,4,4,3,3,2,0
1,25,31857,2,"Investment banking",0,6,6,5,3,4,2,2,2,0
1,25,31857,2,"Investment banking",1,7,7,7,6,6,4,6,3,0
1,30,NA,1,"International Development banker",1,8,7,9,7,7,7,8,7,0
1,30,NA,1,"International Development banker",0,4,7,7,4,7,4,5,6,0
1,30,NA,1,"International Development banker",1,5,10,9,9,9,6,7,7,0
1,30,NA,1,"International Development banker",0,8,4,6,4,6,4,5,5,0
1,30,NA,1,"International Development banker",0,4,8,7,4,6,2,4,7,0
1,30,NA,1,"International Development banker",0,5,8,8,7,6,4,6,8,0
1,30,NA,1,"International Development banker",0,4,7,8,5,6,5,6,6,0
1,30,NA,1,"International Development banker",0,4,10,10,8,5,5,6,8,NA
1,30,NA,1,"International Development banker",0,4,7,8,6,7,4,5,7,0
1,30,NA,1,"International Development banker",1,7,7,9,8,7,9,7,7,0
1,30,NA,1,"International Development banker",1,8,6,8,8,8,7,8,6,0
1,30,NA,1,"International Development banker",1,8,9,9,8,5,5,7,9,0
1,30,NA,1,"International Development banker",0,7,10,7,6,4,5,6,7,0
1,30,NA,1,"International Development banker",1,7,7,7,6,8,9,7,7,0
1,29,NA,2,"Corporate Finance, Asset Management/ Hedge Funds",1,6,7,7,6,5,5,6,3,0
1,29,NA,2,"Corporate Finance, Asset Management/ Hedge Funds",0,6,6,6,6,4,7,7,1,0
1,29,NA,2,"Corporate Finance, Asset Management/ Hedge Funds",1,4,5,7,5,5,6,8,1,0
1,29,NA,2,"Corporate Finance, Asset Management/ Hedge Funds",1,7,7,6,6,7,5,8,1,0
1,29,NA,2,"Corporate Finance, Asset Management/ Hedge Funds",1,5,6,7,6,6,5,6,1,0
1,29,NA,2,"Corporate Finance, Asset Management/ Hedge Funds",1,4,7,8,7,4,5,5,1,0
1,29,NA,2,"Corporate Finance, Asset Management/ Hedge Funds",1,7,7,7,6,5,5,7,1,0
1,29,NA,2,"Corporate Finance, Asset Management/ Hedge Funds",0,7,7,7,6,7,6,7,1,0
1,29,NA,2,"Corporate Finance, Asset Management/ Hedge Funds",0,4,3,5,4,6,4,5,1,0
1,29,NA,2,"Corporate Finance, Asset Management/ Hedge Funds",1,6,4,5,5,5,5,6,1,0
1,29,NA,2,"Corporate Finance, Asset Management/ Hedge Funds",0,5,6,5,6,6,3,5,1,0
1,29,NA,2,"Corporate Finance, Asset Management/ Hedge Funds",0,5,6,5,6,5,4,5,2,0
1,29,NA,2,"Corporate Finance, Asset Management/ Hedge Funds",0,4,6,5,4,5,4,NA,3,0
1,29,NA,2,"Corporate Finance, Asset Management/ Hedge Funds",0,6,6,7,6,5,3,6,2,0
1,26,NA,6,"I am a teacher.",1,10,9,9,8,7,8,8,7,0
1,26,NA,6,"I am a teacher.",0,6,9,7,6,6,7,6,6,0
1,26,NA,6,"I am a teacher.",1,6,9,7,6,6,8,8,7,0
1,26,NA,6,"I am a teacher.",1,9,9,7,8,9,8,9,9,0
1,26,NA,6,"I am a teacher.",0,7,8,8,5,6,5,6,7,NA
1,26,NA,6,"I am a teacher.",1,7,9,8,10,9,9,8,8,0
1,26,NA,6,"I am a teacher.",1,6,8,9,8,9,8,7,7,0
1,26,NA,6,"I am a teacher.",0,5,6,7,8,9,10,6,5,0
1,26,NA,6,"I am a teacher.",0,7,8,7,6,8,5,6,5,0
1,26,NA,6,"I am a teacher.",1,9,7,8,9,8,10,8,5,0
1,26,NA,6,"I am a teacher.",0,6,6,6,9,8,8,7,7,0
1,26,NA,6,"I am a teacher.",0,6,8,6,5,8,6,7,7,0
1,26,NA,6,"I am a teacher.",0,8,6,7,6,5,5,7,7,0
1,26,NA,6,"I am a teacher.",1,9,9,7,7,5,6,8,6,0
1,36,23207,4,"Professor or journalist",1,10,8,10,7,9,NA,7,5,0
1,36,23207,4,"Professor or journalist",0,5,7,7,5,5,NA,3,2,0
1,36,23207,4,"Professor or journalist",0,5,8,8,5,7,NA,6,1,0
1,36,23207,4,"Professor or journalist",0,6,10,7,5,5,NA,8,1,0
1,36,23207,4,"Professor or journalist",0,6,10,7,5,5,NA,8,NA,NA
1,36,23207,4,"Professor or journalist",0,6,10,8,6,5,NA,6,1,0
1,36,23207,4,"Professor or journalist",0,9,4,5,2,2,NA,3,1,0
1,36,23207,4,"Professor or journalist",0,7,8,9,2,9,NA,5,1,0
1,36,23207,4,"Professor or journalist",0,5,8,6,10,5,NA,9,5,0
1,36,23207,4,"Professor or journalist",0,7,7,7,5,5,NA,5,2,0
1,36,23207,4,"Professor or journalist",0,5,7,6,5,5,NA,5,3,0
1,36,23207,4,"Professor or journalist",0,8,2,9,5,9,NA,5,1,0
1,36,23207,4,"Professor or journalist",0,6,7,4,4,4,NA,5,1,0
1,36,23207,4,"Professor or journalist",0,6,8,8,4,6,NA,5,2,0
1,29,NA,1,"Finance",0,7,7,7,7,5,5,6,5,0
1,29,NA,1,"Finance",0,4,5,6,5,6,4,4,5,0
1,29,NA,1,"Finance",0,4,7,7,6,7,6,5,5,0
1,29,NA,1,"Finance",0,6,7,7,7,7,6,6,5,0
1,29,NA,1,"Finance",0,4,7,7,6,6,5,5,5,0
1,29,NA,1,"Finance",0,6,7,7,6,6,5,5,5,0
1,29,NA,1,"Finance",0,4,7,7,5,5,5,4,5,0
1,29,NA,1,"Finance",0,6,7,8,7,5,5,7,5,0
1,29,NA,1,"Finance",0,6,6,7,8,7,7,6,5,0
1,29,NA,1,"Finance",0,5,7,7,6,6,6,6,5,0
1,29,NA,1,"Finance",0,4,7,6,6,5,5,4,5,0
1,29,NA,1,"Finance",0,4,8,7,6,5,5,5,5,0
1,29,NA,1,"Finance",0,4,8,7,7,5,6,6,5,0
1,29,NA,1,"Finance",0,6,8,7,8,7,7,7,5,0
0,34,NA,2,"to get Ph.D and be a professor",0,8,NA,10,8,NA,10,10,5,1
0,34,NA,2,"to get Ph.D and be a professor",1,10,NA,10,10,NA,8,10,5,0
0,34,NA,2,"to get Ph.D and be a professor",0,8,NA,10,10,NA,10,10,5,0
0,34,NA,2,"to get Ph.D and be a professor",0,5,NA,10,7,NA,NA,8,2,0
0,34,NA,2,"to get Ph.D and be a professor",0,8,NA,10,10,NA,NA,8,5,0
0,34,NA,2,"to get Ph.D and be a professor",1,8,NA,10,10,NA,8,9,5,0
0,34,NA,2,"to get Ph.D and be a professor",0,5,NA,10,8,NA,NA,8,2,0
0,34,NA,2,"to get Ph.D and be a professor",1,10,NA,10,10,8,10,10,5,0
0,34,NA,2,"to get Ph.D and be a professor",1,8,NA,10,8,NA,10,8,5,0
0,25,NA,2,"Education",1,6,7,8,8,6,6,6,7,0
0,25,NA,2,"Education",1,8,7,8,7,6,6,7,5,0
0,25,NA,2,"Education",1,8,7,8,7,7,6,7,5,0
0,25,NA,2,"Education",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,25,NA,2,"Education",0,6,7,7,6,6,6,6,5,0
0,25,NA,2,"Education",0,6,8,7,7,6,8,6,5,0
0,25,NA,2,"Education",0,6,7,7,6,6,6,6,5,0
0,25,NA,2,"Education",1,7,6,7,8,6,7,7,6,0
0,25,NA,2,"Education",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,23,NA,1,"school psychologist",1,1,10,10,6,5,1,3,5,0
0,23,NA,1,"school psychologist",1,3,6,7,7,6,3,7,4,0
0,23,NA,1,"school psychologist",1,2,6,8,9,5,2,7,3,0
0,23,NA,1,"school psychologist",1,1,7,10,6,10,1,1,6,0
0,23,NA,1,"school psychologist",1,3,7,8,9,6,2,2,8,0
0,23,NA,1,"school psychologist",1,1,7,9,7,6,1,3,6,0
0,23,NA,1,"school psychologist",1,1,7,9,2,5,2,2,4,0
0,23,NA,1,"school psychologist",1,3,7,9,6,7,9,7,8,0
0,23,NA,1,"school psychologist",1,8,9,9,9,9,9,9,9,0
0,30,NA,2,"School Psychologist",1,5,7,8,7,7,5,5,5,0
0,30,NA,2,"School Psychologist",1,7,7,7,7,5,5,7,5,0
0,30,NA,2,"School Psychologist",1,7,6,7,8,6,5,6,5,0
0,30,NA,2,"School Psychologist",1,8,7,8,5,7,5,8,5,0
0,30,NA,2,"School Psychologist",1,6,7,6,8,5,5,5,4,0
0,30,NA,2,"School Psychologist",1,6,8,8,7,7,7,5,5,0
0,30,NA,2,"School Psychologist",1,5,5,7,5,7,5,4,4,0
0,30,NA,2,"School Psychologist",1,7,7,7,8,7,5,7,5,0
0,30,NA,2,"School Psychologist",1,7,5,6,4,5,5,5,4,0
0,36,NA,2,"Educator",1,7,10,8,10,NA,9,8,9,0
0,36,NA,2,"Educator",1,9,10,9,10,NA,7,9,6,0
0,36,NA,2,"Educator",1,8,10,9,10,7,6,8,8,0
0,36,NA,2,"Educator",1,7,10,10,6,10,6,7,6,0
0,36,NA,2,"Educator",1,7,10,9,9,NA,9,9,8,0
0,36,NA,2,"Educator",1,8,10,9,10,9,7,8,8,0
0,36,NA,2,"Educator",1,7,10,9,8,NA,6,7,7,0
0,36,NA,2,"Educator",1,9,10,8,10,9,5,8,9,0
0,36,NA,2,"Educator",1,8,10,9,8,8,5,8,6,0
0,29,NA,2,"Consulting",0,5,10,8,8,8,2,8,1,0
0,29,NA,2,"Consulting",0,8,8,8,10,NA,10,10,1,0
0,29,NA,2,"Consulting",0,8,8,8,8,8,8,8,5,0
0,29,NA,2,"Consulting",0,8,10,8,8,8,8,6,1,0
0,29,NA,2,"Consulting",0,8,8,8,10,8,5,10,1,0
0,29,NA,2,"Consulting",0,8,10,8,8,8,8,8,3,0
0,29,NA,2,"Consulting",0,8,8,8,8,8,3,8,3,0
0,29,NA,2,"Consulting",0,8,8,8,8,8,8,7,3,0
0,29,NA,2,"Consulting",0,8,3,7,6,7,3,5,1,0
0,30,NA,2,"Teacher",0,6,8,8,10,8,6,8,4,0
0,30,NA,2,"Teacher",1,8,8,8,8,6,8,9,7,0
0,30,NA,2,"Teacher",0,8,6,8,8,8,5,8,5,0
0,30,NA,2,"Teacher",1,8,7,8,8,8,8,6,7,0
0,30,NA,2,"Teacher",0,6,8,8,8,7,8,10,6,0
0,30,NA,2,"Teacher",0,7,9,8,8,7,6,10,7,0
0,30,NA,2,"Teacher",0,5,7,7,5,10,5,5,5,0
0,30,NA,2,"Teacher",1,9,8,8,8,8,4,7,6,0
0,30,NA,2,"Teacher",1,6,6,7,7,7,7,7,5,0
0,29,NA,6,"teacher",0,6,7,7,5,6,NA,6,3,0
0,29,NA,6,"teacher",0,7,6,8,7,8,NA,7,3,0
0,29,NA,6,"teacher",0,8,6,8,7,8,NA,7,5,0
0,29,NA,6,"teacher",1,6,7,8,6,8,6,7,5,0
0,29,NA,6,"teacher",1,7,7,9,6,7,6,8,6,0
0,29,NA,6,"teacher",0,6,8,8,6,7,3,7,4,0
0,29,NA,6,"teacher",0,3,7,8,6,8,2,4,2,0
0,29,NA,6,"teacher",0,5,6,7,6,7,NA,5,3,0
0,29,NA,6,"teacher",0,8,3,7,6,NA,2,5,1,0
0,22,NA,1,"not sure yet :)",0,3,9,8,4,6,2,4,8,0
0,22,NA,1,"not sure yet :)",1,8,9,9,8,9,7,8.5,10,0
0,22,NA,1,"not sure yet :)",0,6,8,6,7,6,6,6,6,0
0,22,NA,1,"not sure yet :)",0,6,7,9,6,8,6,6,9,0
0,22,NA,1,"not sure yet :)",0,4,9,8,4,7,4,5,8,0
0,22,NA,1,"not sure yet :)",0,4,8,8,4,6,2,4,7,0
0,22,NA,1,"not sure yet :)",0,4,9,8,6,8,2,5,9,0
0,22,NA,1,"not sure yet :)",0,5,7,6,6,7,5,6,8,0
0,22,NA,1,"not sure yet :)",1,9,8,8,7,8,6,7,9,0
0,34,NA,1,"Early Childhood Ed. - College/univ. faculity",0,4,8,8,5,6,3,5,5,0
0,34,NA,1,"Early Childhood Ed. - College/univ. faculity",1,10,8,5,7,5,4,7,7,0
0,34,NA,1,"Early Childhood Ed. - College/univ. faculity",1,10,8,7,6,6,7,6,7,0
0,34,NA,1,"Early Childhood Ed. - College/univ. faculity",1,7,7,7,5,6,5,6,7,0
0,34,NA,1,"Early Childhood Ed. - College/univ. faculity",0,6,7,7,4,6,2,4,5,0
0,34,NA,1,"Early Childhood Ed. - College/univ. faculity",0,5,7,7,5,4,5,5,7,0
0,34,NA,1,"Early Childhood Ed. - College/univ. faculity",0,4,8,7,4,7,3,3,2,0
0,34,NA,1,"Early Childhood Ed. - College/univ. faculity",1,7,7,7,8,6,5,8,7,0
0,34,NA,1,"Early Childhood Ed. - College/univ. faculity",1,8,7,7,7,6,5,7,6,0
1,30,NA,3,"medical examiner or researcher",0,7,7,7,7,7,7,7,1,1
1,30,NA,3,"medical examiner or researcher",1,8,10,9,7,8,8,8,7,0
1,30,NA,3,"medical examiner or researcher",1,10,10,9,10,10,10,10,10,0
1,30,NA,3,"medical examiner or researcher",0,5,10,9,10,8,8,7,5,0
1,30,NA,3,"medical examiner or researcher",0,6,10,9,8,8,8,6,2,0
1,30,NA,3,"medical examiner or researcher",1,9,10,10,10,9,9,9,10,0
1,30,NA,3,"medical examiner or researcher",1,10,10,9,10,9,9,10,10,0
1,30,NA,3,"medical examiner or researcher",0,4,6,8,5,5,5,4,1,0
1,30,NA,3,"medical examiner or researcher",0,7,7,8,6,6,6,5,5,0
1,30,NA,3,"medical examiner or researcher",0,4,8,8,6,6,5,5,1,0
1,23,NA,1,"Investment Banking",0,6,6,7,7,5,4,7,5,0
1,23,NA,1,"Investment Banking",1,8,8,7,7,7,7,8,6,0
1,23,NA,1,"Investment Banking",0,7,8,7,7,6,6,8,7,0
1,23,NA,1,"Investment Banking",0,5,8,7,7,6,6,8,6,0
1,23,NA,1,"Investment Banking",0,4,7,5,5,6,3,5,5,0
1,23,NA,1,"Investment Banking",1,7,8,7,8,7,8,8,7,0
1,23,NA,1,"Investment Banking",0,6,8,7,6,6,7,7,5,0
1,23,NA,1,"Investment Banking",0,4,6,6,5,6,3,5,6,0
1,23,NA,1,"Investment Banking",1,9,8,7,9,6,7,9,9,0
1,23,NA,1,"Investment Banking",0,3,4,3,2,6,5,4,3,0
1,29,NA,1,"Healthcare",0,6,7,6,6,6,6,6,7,0
1,29,NA,1,"Healthcare",0,8,7,7,6,6,7,7,7,0
1,29,NA,1,"Healthcare",0,6,8,6,6,6,6,6,7,0
1,29,NA,1,"Healthcare",0,7,8,8,8,7,7,8,8,0
1,29,NA,1,"Healthcare",0,6,8,8,8,6,7,6,7,0
1,29,NA,1,"Healthcare",1,9,7,7,8,8,6,8,6,0
1,29,NA,1,"Healthcare",1,8,8,8,7,6,8,8,7,0
1,29,NA,1,"Healthcare",0,6,7,7,5,5,5,6,6,0
1,29,NA,1,"Healthcare",1,8,8,8,7,8,7,8,8,0
1,29,NA,1,"Healthcare",0,5,8,7,7,5,7,5,8,0
1,24,NA,1,"research",0,5,4,4,2,2,NA,3,1,0
1,24,NA,1,"research",1,8,8,8,6,8,5,8,6,0
1,24,NA,1,"research",1,6,7,7,7,NA,7,7,5,0
1,24,NA,1,"research",0,4,8,5,7,7,NA,5,4,0
1,24,NA,1,"research",0,4,7,6,6,6,3,4,1,0
1,24,NA,1,"research",1,7,6,7,6,5,7,6,5,0
1,24,NA,1,"research",0,5,8,6,6,6,6,6,4,0
1,24,NA,1,"research",0,5,7,5,5,NA,5,6,6,0
